file	fac1	fac2	fac3	fac4	fac5
t005259	0	-1	0	0	0
t005260	-1	-1	0	0	0
t005261	0	0	0	-1	0
t005262	0	0	0	0	0
t005263	0	-1	0	0	0
t005264	0	0	0	-1	0
t005265	-1	-1	0	0	0
t005266	-1	-1	0	0	0
t005267	0	0	0	0	0
t005268	0	-1	1	0	0
t005269	0	-1	0	0	0
t005270	-1	-1	0	0	0
t005271	0	0	0	0	0
t005272	0	0	0	0	0
t005273	0	-1	0	0	0
t005274	0	0	0	0	0
t005275	0	0	0	-1	0
t005276	-1	0	0	0	0
t005277	0	-2	0	0	0
t005278	0	-1	0	0	0
t005279	-1	-1	0	-1	-1
t005280	-1	0	0	-2	0
t005281	0	0	1	0	0
t005282	0	-1	0	0	1
t005283	-1	-1	0	0	0
t005284	0	0	0	0	0
t005285	0	0	0	-1	0
t005286	0	0	0	-1	1
t005287	0	0	1	0	0
t005288	0	0	0	-2	0
t005289	0	-2	0	0	0
t005290	-1	-1	0	0	0
t005291	0	-1	1	-1	0
t005292	0	0	0	1	0
t005293	0	0	0	-1	0
t005294	0	-2	0	0	0
t005295	0	-1	0	0	0
t005296	0	0	0	-1	0
t005297	-1	0	0	0	0
t005298	0	-1	0	0	0
t005299	0	-1	2	-1	0
t005300	0	0	0	0	-2
t005301	0	-1	0	0	0
t005302	0	-1	0	0	0
t005303	0	0	0	0	0
t005304	0	-1	0	-1	0
t005305	-1	-1	1	-1	0
t005306	0	-1	0	0	0
t005307	0	0	0	0	1
t005308	0	0	0	-1	0
t005309	0	0	0	0	0
t005310	0	-2	0	0	0
t005311	0	-2	0	0	0
t005312	0	0	2	-1	0
t005313	0	0	0	0	0
t005314	0	0	1	0	0
t005315	0	-1	0	0	1
t005316	0	0	0	0	0
t005317	0	0	0	0	0
t005318	-1	0	0	0	0
t005319	0	0	1	0	0
t005320	0	0	2	0	0
t005321	0	0	0	0	0
t005322	-1	0	0	-1	0
t005324	0	0	0	0	0
t005325	0	0	0	1	0
t005326	0	0	0	0	0
t005327	0	-1	1	-1	0
t005328	-1	0	0	0	0
t005329	0	0	0	0	0
t005330	0	-1	0	0	0
t005331	0	-2	0	0	0
t005332	0	0	0	0	0
t005333	0	-1	0	-1	0
t005334	0	-1	0	0	0
t005335	0	-1	0	-1	0
t005336	0	-1	0	-1	0
t005337	0	0	0	0	0
t005338	0	-1	1	-1	1
t005339	0	-1	0	0	1
t005340	0	0	0	-1	0
t005341	0	0	0	0	0
t005342	0	-1	0	0	1
t005343	0	-1	0	0	0
t005344	0	0	0	-1	0
t005345	0	-1	0	0	0
t005346	0	0	0	0	0
t005347	0	-1	0	0	0
t005348	0	0	1	0	0
t005349	0	0	1	-1	0
t005350	0	0	0	1	0
t005351	0	-1	0	1	0
t005352	0	0	0	0	0
t005353	0	0	0	-1	0
t005354	-1	-1	0	0	0
t005355	0	-1	0	1	0
t005356	0	0	0	0	0
t005357	0	0	0	0	0
t005358	0	0	0	-1	0
t005359	-1	0	0	0	0
t005360	0	0	0	-1	0
t005361	0	0	0	0	0
t005362	0	-1	1	0	0
t005363	0	0	0	0	0
t005364	0	0	0	0	0
t005365	0	0	0	0	0
t005366	0	0	0	0	0
t005367	0	0	1	0	0
t005368	0	0	0	-1	0
t005369	0	0	0	0	0
t005370	0	-1	1	1	0
t005371	0	0	0	-1	0
t005372	0	0	0	0	0
t005373	0	0	0	0	0
t005374	0	0	0	0	0
t005376	0	0	0	1	0
t005377	0	-1	0	0	0
t005378	0	0	0	0	0
t005379	-1	0	1	0	0
t005380	0	0	0	-1	1
t005381	0	0	2	0	0
t005382	0	0	0	-1	0
t005383	0	-1	0	0	0
t005384	-2	-1	0	0	0
t005385	0	0	0	0	0
t005386	0	0	0	0	0
t005387	0	0	0	0	0
t005388	0	0	0	0	0
t005389	0	0	0	-1	0
t005390	-1	0	0	0	0
t005391	0	0	0	0	0
t005392	-1	0	0	0	0
t005394	0	-1	1	0	0
t005395	0	0	0	0	0
t005396	0	-1	0	0	0
t005397	0	0	0	0	0
t005398	0	0	0	0	0
t005399	-1	0	0	-1	0
t005400	0	-1	0	-1	0
t005401	0	-2	0	0	0
t005402	-1	-2	0	0	0
t005403	0	-1	0	0	0
t005404	0	-1	0	-1	0
t005405	-1	0	0	0	0
t005406	0	0	1	0	0
t005407	-1	0	2	-1	0
t005408	0	-1	1	-1	0
t005409	0	-1	0	0	0
t005410	-2	-1	0	0	0
t005411	0	0	0	-3	0
t005412	0	0	0	0	0
t005413	0	0	0	-1	0
t005414	0	0	0	-2	0
t005415	0	0	0	0	0
t005416	0	0	1	0	0
t005417	0	0	2	-1	0
t005418	0	0	0	0	0
t005419	0	0	0	0	0
t005420	0	0	0	0	0
t005421	0	-1	0	0	0
t005422	0	0	1	0	0
t005423	-1	0	1	0	-1
t005425	0	0	0	0	0
t005427	0	-2	0	0	0
t005428	0	0	1	0	0
t005429	0	-1	0	0	0
t005430	0	-1	0	0	0
t005431	0	0	0	-1	0
t005432	0	0	0	-1	0
t005433	0	0	0	0	1
t005434	0	0	0	0	0
t005435	0	0	0	2	0
t005436	-1	0	0	0	0
t005437	-1	-1	1	-1	0
t005438	0	0	0	-1	0
t005439	0	0	0	0	0
t005440	0	0	0	0	0
t005441	0	-1	0	1	0
t005443	-1	-1	0	0	0
t005444	0	-1	0	0	0
t005445	0	0	0	0	0
t005446	0	0	0	0	0
t005447	0	0	0	0	0
t005448	0	-1	0	0	0
t005449	0	-1	0	0	0
t005450	0	0	0	0	0
t005451	0	-1	0	0	0
t005452	0	0	1	0	0
t005454	0	0	0	0	0
t005455	0	0	0	0	0
t005457	0	0	0	0	0
t005458	-1	0	1	0	0
t005459	0	0	1	0	0
t005460	-1	-1	0	1	0
t005461	-1	-1	0	0	0
t005462	-1	0	0	0	-1
t005463	0	-1	2	-2	0
t005464	0	-2	0	-1	0
t005465	-1	0	0	0	0
t005466	0	0	0	0	0
t005468	0	0	0	0	0
t005469	0	-2	0	-1	0
t005470	0	-1	1	0	0
t005471	0	0	0	0	0
t005472	0	0	0	0	0
t005473	0	-1	0	0	0
t005474	0	-1	1	0	0
t005475	0	0	0	0	0
t005476	0	0	0	0	0
t005477	-1	0	0	0	0
t005478	0	0	0	-1	1
t005479	0	-1	0	0	0
t005480	0	0	0	0	0
t005481	-1	-1	0	-1	0
t005482	0	-1	0	-2	0
t005483	0	0	1	-1	0
t005484	0	-1	0	0	0
t005485	0	-1	0	-1	0
t005486	0	0	2	0	0
t005487	0	-1	0	0	0
t005488	0	0	0	0	0
t005489	0	0	0	-1	0
t005490	0	-1	0	0	0
t005491	-1	0	0	-1	0
t005492	-1	-1	0	0	0
t005493	0	0	0	1	0
t005494	0	0	0	0	0
t005495	0	0	0	-1	0
t005496	0	0	0	0	0
t005497	-1	-1	0	0	0
t005498	0	0	0	0	0
t005500	0	0	0	0	0
t005501	0	0	0	0	0
t005502	0	-1	0	0	0
t005503	0	0	0	0	0
t005504	0	0	0	0	0
t005505	0	0	0	0	0
t005506	0	0	0	0	0
t005507	0	0	1	0	0
t005508	0	0	0	1	-1
t005509	-1	0	0	0	0
t005513	0	0	0	0	0
t005514	0	0	0	0	0
t005517	0	0	0	0	1
t005518	0	0	0	1	0
t005519	0	0	0	1	0
t005520	0	0	0	0	0
t005521	0	0	0	0	0
t005522	0	0	0	0	0
t005523	0	0	0	0	-1
t005527	-1	0	0	1	0
t005528	0	0	0	0	0
t005530	0	0	0	-1	0
t005534	0	0	0	0	0
t005536	0	0	0	0	0
t005537	0	0	0	0	0
t005538	0	0	0	0	-1
t005539	0	0	0	0	0
t005540	0	0	0	0	0
t005541	0	0	0	0	0
t005542	-1	0	0	0	0
t005546	0	0	0	0	0
t005547	-1	0	0	0	0
t005551	0	0	0	0	0
t005552	0	0	1	0	0
t005553	0	0	0	0	0
t005557	0	0	0	0	0
t005558	0	0	1	0	0
t005561	0	0	0	0	0
t005564	0	0	0	0	0
t005565	0	0	0	0	0
t005566	0	0	0	-1	0
t005567	0	0	0	0	0
t005568	0	0	0	0	0
t005573	0	0	0	0	0
t005574	0	0	0	0	0
t005580	0	0	0	0	0
t005581	0	-1	1	0	0
t005583	0	0	0	0	0
t005584	0	0	1	0	0
t005586	0	0	0	0	0
t005587	0	0	0	0	0
t005588	0	0	0	-1	0
t005592	0	0	0	0	0
t005593	0	0	0	0	0
t005594	0	0	0	0	0
t005597	0	0	0	0	1
t005599	0	0	0	0	0
t005600	0	0	0	0	0
t005601	0	0	0	1	0
t005602	0	0	0	0	0
t005603	0	0	1	0	0
t005604	0	0	0	0	0
t005606	-1	0	0	0	0
t005607	0	0	0	0	0
t005608	0	0	1	0	0
t005609	0	0	0	0	0
t005613	0	0	0	0	0
t005615	0	0	0	0	0
t005617	0	0	0	0	0
t005618	0	0	0	0	0
t005619	0	0	0	0	0
t005622	0	0	0	1	0
t005626	0	0	0	-1	0
t005629	0	0	1	0	0
t005630	0	0	0	0	0
t005632	0	0	0	0	0
t005635	0	0	0	0	0
t005638	0	0	0	0	0
t005639	0	0	0	0	0
t005641	0	0	0	0	0
t005642	0	0	0	0	0
t005643	0	0	0	0	0
t005645	0	0	0	0	0
t005647	0	0	0	0	0
t005649	0	0	1	0	0
t005650	0	0	0	0	0
t005651	-1	0	0	0	0
t005652	0	0	0	-1	0
t005658	0	0	0	0	0
t005663	-1	0	0	1	0
t005666	0	0	0	0	0
t005669	0	0	0	0	0
t005671	0	0	0	0	0
t005673	0	0	0	0	0
t005674	0	0	0	0	0
t005675	0	0	0	0	0
t005676	0	0	0	0	0
t005679	0	0	0	0	0
t005680	0	0	0	1	0
t005681	0	0	0	0	0
t005684	0	0	0	0	0
t005685	0	0	1	0	0
t005687	0	0	0	0	0
t005689	0	0	0	0	0
t005690	0	0	0	0	0
t005692	0	0	0	0	0
t005693	0	0	0	0	0
t005697	0	0	0	0	0
t005698	0	0	0	0	0
t005700	0	0	0	0	0
t005703	0	0	0	0	0
t005704	0	0	0	0	0
t005705	0	0	0	0	0
t005708	0	0	0	0	0
t005709	0	0	0	0	0
t005710	0	0	0	0	0
t005711	0	0	0	0	0
t005712	0	0	0	0	0
t005713	0	0	0	0	0
t005715	0	0	0	0	0
t005717	0	0	0	0	0
t005718	0	0	0	0	0
t005721	0	0	0	0	0
t005722	0	0	0	0	0
t005724	0	0	0	0	0
t005725	0	0	0	0	0
t005726	0	0	0	1	0
t005728	0	0	0	0	0
t005730	-1	0	0	0	0
t005734	0	0	0	0	0
t005735	0	0	0	1	0
t005737	0	0	0	1	0
t005740	0	0	0	0	0
t005742	0	0	0	0	0
t005743	0	0	0	0	0
t005744	0	0	1	0	0
t005745	0	0	0	0	0
t005746	0	0	0	0	0
t005748	0	0	0	0	0
t005749	0	0	0	0	0
t005750	0	0	0	-1	0
t005751	-1	0	0	0	0
t005752	0	0	0	0	0
t005753	0	0	1	0	0
t005754	0	0	0	0	0
t005755	0	0	0	-1	0
t005758	0	0	0	0	0
t005761	0	0	0	0	0
t005762	0	0	0	0	0
t005763	0	0	0	0	0
t005765	0	0	0	0	0
t005766	0	0	0	0	0
t005768	0	0	0	0	0
t005771	0	0	0	0	0
t005772	0	0	0	0	0
t005774	0	0	0	0	0
t005775	0	0	0	0	0
t005777	0	0	1	0	0
t005782	0	-1	0	0	0
t005783	0	0	0	0	0
t005784	0	0	1	0	0
t005785	0	0	0	0	0
t005787	0	0	0	0	0
t005788	0	0	0	1	0
t005791	0	0	0	-1	0
t005792	0	-1	0	-1	0
t005793	0	0	0	0	0
t005794	0	0	0	0	0
t005795	0	0	0	0	0
t005796	0	0	0	0	0
t005797	0	0	0	0	0
t005798	0	0	0	0	0
t005799	-1	-1	0	0	-1
t005800	0	0	0	0	-1
t005802	0	0	0	0	0
t005803	0	0	0	0	0
t005804	0	0	0	0	0
t005805	0	0	0	-1	0
t005806	0	0	0	-1	0
t005807	0	0	0	0	0
t005808	0	0	0	0	0
t005809	0	0	0	0	0
t005810	0	0	1	0	0
t005811	0	0	0	0	0
t005812	0	0	0	0	-1
t005813	0	0	0	0	0
t005814	0	0	0	0	0
t005815	0	0	0	0	0
t005816	0	-1	0	0	0
t005817	-1	-1	0	0	0
t005818	0	0	0	0	0
t005819	0	0	0	0	0
t005820	0	0	0	0	0
t005821	0	0	0	0	0
t005822	0	0	0	0	0
t005826	-1	0	0	0	0
t005828	0	0	0	0	0
t005829	0	0	0	0	0
t005831	0	0	1	0	0
t005832	0	0	0	0	0
t005833	0	0	0	0	0
t005834	-1	0	0	0	0
t005835	0	0	0	0	0
t005837	0	0	0	0	0
t005839	0	0	0	0	0
t005840	0	0	1	0	0
t005841	0	0	0	0	0
t005843	0	0	0	0	0
t005844	0	0	0	0	0
t005845	0	0	1	0	0
t005846	0	0	0	0	0
t005847	0	0	0	0	0
t005850	0	0	0	0	0
t005851	0	0	0	0	0
t005853	0	0	0	0	0
t005854	0	0	0	0	0
t005855	0	0	0	0	0
t005856	0	0	1	0	0
t005857	0	0	1	0	0
t005858	0	0	0	0	0
t005859	0	0	0	0	0
t005861	0	0	1	0	0
t005862	0	0	0	0	0
t005864	0	0	0	0	0
t005866	0	0	0	1	0
t005867	0	0	0	1	0
t005868	0	0	0	0	0
t005869	0	0	0	0	0
t005870	0	0	0	0	0
t005872	0	0	0	1	0
t005875	0	-1	0	2	0
t005876	0	0	0	0	0
t005877	0	0	0	0	0
t005881	-1	0	0	0	0
t005883	0	0	0	0	0
t005884	0	0	0	1	0
t005887	0	0	1	0	0
t005888	0	0	0	0	0
t005889	0	0	0	1	0
t005892	0	0	0	1	0
t005893	0	0	0	0	0
t005897	0	0	0	-1	0
t005898	0	0	0	0	0
t005900	0	0	0	1	0
t005901	0	0	0	0	0
t005902	0	0	0	0	-1
t005903	0	0	0	0	0
t005905	0	0	0	0	0
t005908	0	0	0	1	0
t005911	0	0	0	0	0
t005913	0	0	0	0	0
t005914	0	0	0	1	0
t005916	0	0	0	0	0
t005917	0	0	0	0	0
t005918	0	0	0	0	0
t005920	0	0	0	0	0
t005921	-1	0	0	0	-1
t005923	0	-1	0	0	0
t005924	0	0	0	0	0
t005925	0	0	0	0	0
t005926	0	0	0	1	0
t005927	0	0	1	0	0
t005928	0	0	0	0	0
t005930	0	0	0	0	0
t005931	0	0	0	1	0
t005932	0	0	0	0	0
t005934	0	0	0	0	0
t005935	0	0	1	0	0
t005936	0	0	0	1	0
t005937	0	0	1	1	0
t005938	-1	0	0	0	0
t005939	0	0	0	0	0
t005940	0	0	0	0	0
t005941	0	-1	0	0	0
t005942	0	0	0	0	0
t005943	0	0	1	1	0
t005944	0	0	0	0	0
t005946	0	0	0	0	0
t005947	0	0	0	0	0
t005948	0	0	0	0	0
t005950	0	0	0	1	0
t005951	0	0	1	0	0
t005952	0	0	0	1	0
t005953	0	0	0	0	0
t005954	0	0	0	1	0
t005957	0	-1	0	1	0
t005959	0	-1	0	1	0
t005960	0	0	0	0	0
t005961	0	0	0	1	0
t005962	0	0	0	0	0
t005968	0	0	0	0	0
t005970	0	0	0	0	0
t005971	0	0	0	0	0
t005973	0	0	0	0	0
t005975	0	0	0	0	0
t005978	0	0	1	0	0
t005980	0	0	0	0	0
t005981	0	0	0	0	0
t005982	0	0	0	0	0
t005986	0	0	0	0	-1
t005988	0	-1	0	0	0
t005991	0	0	0	0	0
t005993	0	0	0	0	0
t005994	0	0	0	0	0
t005995	0	0	0	0	0
t005996	0	0	1	0	0
t005997	-1	0	0	0	0
t005998	0	0	0	0	0
t006000	0	0	0	0	0
t006001	-1	0	0	0	0
t006002	0	0	0	-1	0
t006003	0	0	0	0	0
t006006	0	0	0	0	0
t006007	0	0	0	0	0
t006008	0	0	0	0	0
t006009	0	0	0	0	0
t006012	0	0	0	-1	0
t006014	0	0	0	0	0
t006015	0	0	0	0	0
t006016	0	0	0	-1	0
t006017	-1	0	0	0	0
t006019	0	0	0	0	0
t006020	0	0	0	0	0
t006022	0	0	0	0	0
t006025	0	0	1	0	0
t006028	0	0	0	0	0
t006029	0	0	0	1	0
t006031	-1	0	0	0	0
t006033	0	0	0	0	0
t006034	0	0	0	0	-1
t006035	0	0	0	0	0
t006036	0	0	0	0	0
t006039	0	0	0	0	0
t006040	0	0	0	1	0
t006045	0	0	0	0	0
t006046	0	0	0	0	0
t006047	0	-1	0	0	0
t006048	0	0	1	0	0
t006050	-1	0	0	0	0
t006053	0	0	0	0	0
t006056	0	0	0	0	0
t006057	0	0	0	0	0
t006058	0	0	0	0	0
t006060	0	0	0	0	0
t006061	0	0	0	0	0
t006062	0	0	0	-1	0
t006063	0	0	0	0	0
t006068	0	0	0	0	0
t006070	0	0	0	0	0
t006071	0	0	1	0	0
t006072	0	0	0	0	0
t006075	0	0	0	1	0
t006077	0	0	0	0	0
t006079	0	0	0	0	0
t006081	0	0	0	0	1
t006083	0	0	0	0	0
t006084	0	0	0	0	0
t006085	0	0	0	0	0
t006088	0	0	0	0	0
t006089	-1	0	0	0	0
t006090	0	0	1	0	0
t006091	0	0	0	0	0
t006092	0	0	1	0	0
t006093	0	0	0	0	0
t006094	0	0	0	0	0
t006099	0	0	1	0	0
t006101	0	0	0	0	0
t006102	0	0	1	0	0
t006103	0	0	0	0	0
t006106	0	0	0	0	0
t006108	0	0	0	0	0
t006110	0	0	0	0	0
t006112	0	0	0	0	0
t006113	0	-1	0	0	0
t006116	0	0	0	0	2
t006118	0	0	0	0	0
t006121	0	0	0	0	0
t006123	0	0	0	0	0
t006124	0	0	0	0	0
t006130	0	0	0	0	0
t006131	0	0	0	0	0
t006133	0	0	0	0	0
t006135	0	0	0	0	0
t006138	0	0	0	0	0
t006140	0	0	0	0	0
t006141	0	0	0	0	0
t006142	0	0	0	0	0
t006146	-1	0	0	0	0
t006147	0	0	0	0	0
t006149	0	0	0	0	0
t006154	0	0	0	0	0
t006156	0	0	0	0	-1
t006160	0	0	0	0	0
t006161	0	0	0	0	0
t006162	0	0	0	0	0
t006163	0	0	0	0	0
t006164	0	0	0	0	0
t006165	0	0	0	0	0
t006166	0	0	0	0	0
t006167	0	0	1	0	0
t006168	0	0	1	0	0
t006169	0	0	0	0	0
t006170	0	0	0	0	0
t006171	0	0	0	0	0
t006172	0	0	0	0	0
t006174	0	0	0	0	0
t006176	0	0	0	0	0
t006181	0	0	0	0	0
t006182	0	0	0	0	0
t006184	0	0	0	0	0
t006185	0	0	0	0	0
t006191	0	0	0	0	-1
t006192	0	0	0	0	0
t006195	0	0	0	0	0
t006198	0	0	0	0	0
t006201	0	0	0	0	0
t006205	0	0	0	0	0
t006206	0	-1	0	0	0
t006209	0	0	1	0	0
t006211	0	0	0	0	0
t006212	0	-1	0	-1	0
t006213	-1	0	0	0	0
t006215	0	0	0	0	0
t006216	0	0	0	0	0
t006218	0	0	0	0	0
t006222	0	0	0	0	0
t006224	0	0	0	0	0
t006226	0	0	0	-1	0
t006227	0	0	0	0	0
t006229	0	0	0	0	0
t006230	0	0	0	0	0
t006231	0	0	0	-1	0
t006233	0	0	0	0	0
t006236	0	0	0	0	0
t006238	0	0	0	-1	0
t006241	0	0	0	0	0
t006242	0	0	0	0	-1
t006248	0	0	0	0	0
t006250	0	0	0	0	0
t006251	0	0	0	0	0
t006254	0	0	0	0	0
t006255	0	0	0	0	0
t006256	0	0	0	0	0
t006257	0	0	0	0	0
t006262	0	0	0	0	0
t006263	0	0	0	0	0
t006266	0	0	0	2	0
t006268	0	0	0	1	0
t006269	0	0	0	0	0
t006270	0	0	0	0	0
t006272	-1	0	0	0	0
t006273	0	0	1	0	0
t006274	0	0	0	0	0
t006279	0	0	0	0	0
t006284	0	0	0	0	0
t006287	0	0	0	0	0
t006288	0	0	0	1	0
t006289	0	0	0	0	0
t006290	0	0	0	0	0
t006292	0	0	0	1	0
t006294	0	0	0	0	0
t006295	0	0	0	0	0
t006297	-1	0	0	1	0
t006299	0	0	0	0	0
t006303	0	0	0	0	0
t006304	0	0	1	0	0
t006307	0	0	0	0	0
t006308	0	0	0	0	0
t006309	0	0	0	0	0
t006311	0	0	0	0	0
t006313	0	0	0	0	0
t006315	0	0	1	0	0
t006316	0	0	0	0	0
t006319	0	0	0	0	0
t006321	0	0	0	0	0
t006322	0	0	0	0	0
t006325	0	0	0	0	0
t006327	0	0	0	0	0
t006328	0	0	0	0	0
t006330	0	-1	0	0	0
t006331	0	0	0	0	0
t006334	0	0	1	0	0
t006335	0	0	0	0	0
t006339	0	0	0	0	0
t006340	0	0	0	0	0
t006341	0	0	0	0	0
t006342	0	0	0	0	0
t006346	0	0	0	0	0
t006348	0	0	0	0	0
t006349	0	0	0	0	0
t006350	0	0	0	0	0
t006352	0	0	0	0	0
t006353	0	0	0	0	0
t006354	0	0	0	0	0
t006355	0	0	0	0	0
t006361	0	0	1	0	0
t006362	-1	0	0	0	0
t006364	0	0	0	0	0
t006365	0	0	0	0	0
t006367	0	0	0	0	0
t006368	0	0	0	0	0
t006369	0	0	1	0	0
t006370	0	0	0	0	0
t006373	0	0	0	0	0
t006374	0	0	0	0	0
t006377	0	0	0	0	0
t006378	0	0	0	0	0
t006380	0	0	0	0	0
t006381	0	0	0	0	0
t006382	0	0	0	0	0
t006383	0	0	0	0	0
t006384	0	0	0	0	0
t006387	0	0	0	0	0
t006390	0	0	0	0	0
t006391	0	0	0	0	-1
t006393	0	0	0	0	0
t006394	0	0	0	0	0
t006395	0	0	0	0	0
t006396	0	0	0	-1	0
t006399	0	0	0	0	0
t006400	0	0	0	1	0
t006401	0	0	0	0	0
t006402	0	0	0	0	0
t006403	0	0	0	0	-1
t006408	0	0	0	0	0
t006414	0	-1	0	0	1
t006419	0	0	0	0	0
t006421	0	0	0	0	0
t006422	0	0	0	0	0
t006423	0	0	0	0	0
t006425	0	0	0	0	0
t006426	0	0	0	0	0
t006429	0	0	0	0	0
t006430	0	0	2	0	0
t006432	0	0	0	0	0
t006433	0	0	0	0	0
t006437	0	0	0	0	-1
t006438	0	0	0	0	0
t006439	0	0	0	0	0
t006441	0	0	0	1	0
t006443	0	0	0	0	0
t006447	0	0	0	0	0
t006449	0	0	0	0	0
t006450	0	0	0	0	0
t006452	0	0	0	0	0
t006454	0	0	0	0	0
t006455	0	0	0	0	0
t006458	0	0	1	0	0
t006460	0	0	0	0	-1
t006462	0	0	0	0	0
t006467	0	0	0	0	0
t006468	0	0	0	0	0
t006469	0	0	0	0	0
t006470	0	0	0	0	0
t006471	0	0	0	0	0
t006472	0	0	0	0	0
t006474	0	0	0	0	0
t006475	0	0	0	0	0
t006479	0	0	1	0	0
t006480	0	0	0	0	0
t006482	0	0	0	0	-1
t006483	0	0	0	0	0
t006484	0	0	0	0	0
t006485	0	0	0	0	0
t006486	0	0	1	0	0
t006487	0	0	0	0	0
t006488	0	0	0	1	0
t006490	0	0	0	0	0
t006491	-1	0	0	0	0
t006492	0	0	0	0	0
t006493	0	0	0	0	0
t006496	0	0	1	0	0
t006497	0	0	0	0	0
t006500	0	0	0	-1	0
t006501	0	-1	0	0	0
t006502	0	0	0	0	0
t006505	0	0	0	0	0
t006508	0	0	0	-1	0
t006509	0	0	0	0	0
t006510	0	0	0	0	0
t006513	0	0	0	0	0
t006514	0	0	0	0	0
t006515	0	0	0	-1	0
t006516	0	0	1	0	0
t006517	0	0	0	0	0
t006518	0	0	0	0	0
t006519	0	0	0	0	-1
t006522	0	0	0	0	0
t006523	-1	0	0	0	0
t006524	0	0	0	0	0
t006526	0	0	0	0	0
t006529	0	0	0	0	0
t006534	0	0	1	0	0
t006536	0	0	0	1	0
t006538	0	0	0	0	0
t006539	0	0	0	0	0
t006540	0	0	0	0	0
t006543	0	0	0	0	0
t006544	0	0	0	0	0
t006545	0	0	0	0	0
t006547	0	0	1	0	-1
t006550	0	0	1	1	0
t006552	0	0	0	0	0
t006554	0	0	1	0	0
t006561	0	0	0	0	0
t006562	0	0	0	0	0
t006563	0	0	0	0	0
t006564	-1	0	0	0	0
t006565	0	0	0	0	0
t006570	-1	0	0	0	0
t006571	0	0	0	0	0
t006572	0	0	0	0	0
t006577	0	0	0	0	0
t006581	0	0	0	0	0
t006582	-1	0	0	0	0
t006583	0	0	0	0	0
t006584	0	0	0	0	0
t006586	0	0	0	1	0
t006589	0	0	0	0	0
t006590	0	0	0	0	0
t006591	0	0	0	0	0
t006593	0	0	0	0	0
t006594	-1	0	0	0	0
t006595	0	0	0	0	0
t006596	0	-1	0	0	0
t006599	0	0	0	0	0
t006600	0	0	0	0	0
t006605	0	0	0	0	0
t006606	0	0	0	0	0
t006607	0	0	0	0	-1
t006608	0	0	0	0	0
t006609	0	0	1	0	0
t006611	0	0	0	1	0
t006612	0	0	0	0	0
t006613	0	0	0	0	0
t006616	0	0	0	0	0
t006619	0	0	0	0	0
t006620	0	0	0	0	0
t006622	0	0	0	0	0
t006623	0	0	0	0	0
t006627	0	0	0	1	0
t006628	0	0	0	0	0
t006629	0	0	0	0	0
t006630	0	-1	0	0	0
t006631	0	0	0	0	0
t006632	0	0	0	0	0
t006634	0	0	0	0	0
t006636	0	0	0	0	0
t006639	-1	0	0	0	0
t006640	0	0	0	0	0
t006641	0	0	0	0	0
t006643	-1	0	0	0	0
t006645	0	0	0	1	0
t006648	0	0	0	1	0
t006653	0	0	0	0	0
t006654	0	0	0	0	0
t006657	0	0	0	0	0
t006659	0	0	0	1	0
t006662	0	0	0	0	0
t006667	0	0	0	0	0
t006669	0	0	1	0	0
t006670	0	0	0	0	0
t006673	0	0	0	0	0
t006674	0	0	0	1	0
t006675	0	0	0	1	0
t006676	0	0	0	0	0
t006677	0	0	0	0	0
t006678	0	0	0	0	0
t006679	0	0	0	0	0
t006680	0	0	0	0	0
t006681	0	0	0	0	0
t006682	0	0	0	1	0
t006683	0	0	0	0	0
t006684	0	0	0	0	0
t006685	0	0	1	0	0
t006686	0	0	0	1	0
t006687	0	0	0	0	0
t006688	0	0	0	0	0
t006690	0	0	0	0	0
t006693	0	0	0	1	0
t006694	0	-1	0	1	0
t006695	0	0	0	0	0
t006697	-1	0	0	0	0
t006698	0	0	0	1	0
t006699	0	0	0	0	0
t006700	0	0	0	0	0
t006703	0	0	1	0	0
t006704	0	0	0	1	0
t006705	0	0	0	1	0
t006706	0	0	0	0	0
t006707	0	0	0	1	0
t006708	0	0	0	1	0
t006709	0	0	0	0	0
t006710	0	0	0	0	0
t006711	0	0	1	1	0
t006712	0	0	0	0	0
t006715	0	0	0	0	0
t006716	0	0	0	1	0
t006717	0	0	0	0	0
t006719	0	0	0	1	0
t006720	0	0	0	0	0
t006721	0	0	0	1	0
t006724	-1	0	0	0	0
t006725	-1	0	0	0	0
t006726	0	0	0	0	0
t006729	0	0	0	0	0
t006730	0	0	0	0	0
t006731	-1	0	0	0	0
t006733	-1	0	0	0	0
t006740	-1	0	0	0	0
t006742	0	0	0	0	0
t006748	0	0	0	0	0
t006750	0	0	0	0	0
t006752	0	0	0	0	0
t006753	0	0	0	0	0
t006754	0	0	0	0	-1
t006758	0	0	0	0	0
t006760	0	0	0	0	0
t006761	0	0	0	0	0
t006764	-1	0	0	0	0
t006766	0	0	0	0	0
t006767	0	0	0	0	0
t006769	0	-1	0	0	0
t006772	0	0	0	0	0
t006774	0	0	0	0	0
t006775	0	0	0	0	0
t006776	0	0	0	1	0
t006777	0	0	0	0	0
t006780	-1	0	0	0	0
t006786	0	0	0	0	1
t006788	0	0	0	0	0
t006789	0	0	1	0	0
t006790	0	0	0	0	0
t006793	0	0	0	0	0
t006794	0	0	0	-1	0
t006795	0	0	0	0	0
t006796	0	0	0	0	0
t006797	0	0	0	1	0
t006799	0	0	0	0	0
t006800	0	0	0	0	0
t006802	0	0	0	0	0
t006804	0	0	0	1	0
t006806	0	0	0	1	0
t006807	0	0	0	1	-1
t006810	0	0	0	0	0
